catch_id,date,site,species,sex,length_cm,weight_kg,gear,vessel,depth_m,water_temp_c,legal_size,value_aud
C1383,2024-03-12,Green Island,Mangrove Jack,F,52.2,1.97,line,FV-012,23.0,28.6,True,39.4
C1116,2024-03-13,Green Island,Mangrove Jack,F,46.6,1.46,line,FV-088,39.4,28.6,True,29.2
C0006,2024-03-13,Fitzroy Reef,Mangrove Jack,M,48.3,1.59,line,FV-063,9.3,29.3,True,31.8
C0551,2024-03-14,Trinity Bay,Mangrove Jack,M,34.7,0.58,line,FV-088,32.8,29.4,False,11.6
C0061,2024-03-14,Fitzroy Reef,Mangrove Jack,U,50.1,1.55,spear,FV-088,4.4,27.3,True,31.0
C1675,2024-03-14,Fitzroy Reef,Barramundi,U,58.3,2.35,line,FV-034,9.6,28.3,True,51.7
C0966,2024-03-15,Frankland Islands,Grass Emperor,M,42.0,1.16,trap,FV-063,42.6,27.9,True,17.4
C0706,2024-03-15,Fitzroy Reef,Mangrove Jack,F,43.8,1.18,net,FV-034,37.3,29.3,True,23.6
C1896,2024-03-15,Trinity Bay,Spanish Mackerel,F,91.2,6.35,line,FV-041,43.5,27.9,True,114.3
C1316,2024-03-15,Frankland Islands,Grass Emperor,M,29.5,0.41,line,FV-041,13.6,28.8,True,6.15
C0921,2024-03-16,Green Island,Coral Trout,U,40.1,0.89,net,FV-058,30.5,28.2,True,24.92
C1882,2024-03-16,Green Island,Spanish Mackerel,F,77.1,4.02,line,FV-058,8.2,29.5,True,72.36
C0103,2024-03-16,Frankland Islands,Grass Emperor,F,22.5,0.17,trap,FV-058,5.9,28.9,False,2.55
C0718,2024-03-16,Cairns Inlet,Spanish Mackerel,F,84.8,5.04,line,FV-058,17.8,28.9,True,90.72
C1281,2024-03-17,Michaelmas Cay,Mangrove Jack,F,41.0,0.9,net,FV-063,43.2,28.7,True,18.0
C1035,2024-03-17,Cairns Inlet,Grass Emperor,U,28.3,0.39,line,FV-041,41.9,29.2,True,5.85
C0438,2024-03-17,Fitzroy Reef,Barramundi,F,65.9,4.21,line,FV-027,32.0,30.5,True,92.62
C0329,2024-03-17,Frankland Islands,Coral Trout,U,36.1,0.6,line,FV-034,21.4,29.5,False,16.8
C0076,2024-03-17,Frankland Islands,Coral Trout,M,50.0,1.47,line,FV-034,41.2,29.2,True,41.16
C0867,2024-03-18,Fitzroy Reef,Spanish Mackerel,F,70.9,2.89,spear,FV-034,14.7,29.0,False,52.02
C1361,2024-03-18,Frankland Islands,Mangrove Jack,M,47.9,1.54,trap,FV-034,9.9,29.1,True,30.8
C0261,2024-03-18,Frankland Islands,Barramundi,M,73.1,6.06,line,FV-027,4.3,29.0,True,133.32
C0849,2024-03-19,Trinity Bay,Grass Emperor,F,32.4,0.58,net,FV-063,6.3,29.1,True,8.7
C1238,2024-03-19,Trinity Bay,Spanish Mackerel,M,81.8,4.75,spear,FV-027,35.6,28.8,True,85.5
C1414,2024-03-19,Frankland Islands,Grass Emperor,M,41.5,1.12,net,FV-041,25.3,29.4,True,16.8
C0604,2024-03-19,Fitzroy Reef,Mangrove Jack,F,34.5,0.58,line,FV-034,38.8,29.2,False,11.6
C1289,2024-03-19,Fitzroy Reef,Grass Emperor,M,29.5,0.42,trap,FV-058,5.4,28.3,True,6.3
C1227,2024-03-20,Michaelmas Cay,Red Emperor,F,47.6,1.5,net,FV-058,21.0,29.1,True,39.0
C1627,2024-03-21,Michaelmas Cay,Mangrove Jack,M,50.1,1.57,spear,FV-063,15.4,30.4,True,31.4
C1474,2024-03-22,Michaelmas Cay,Mangrove Jack,F,41.4,0.92,spear,FV-063,35.4,28.7,True,18.4
C0980,2024-03-22,Trinity Bay,Spanish Mackerel,F,84.5,5.41,line,FV-063,37.9,29.0,True,97.38
C1585,2024-03-22,Cairns Inlet,Grass Emperor,M,24.0,0.19,net,FV-058,29.3,29.1,False,2.85
C0746,2024-03-22,Green Island,Coral Trout,F,50.3,1.78,line,FV-058,4.5,29.0,True,49.84
C0978,2024-03-23,Fitzroy Reef,Barramundi,U,61.5,3.31,net,FV-058,28.4,29.1,True,72.82
C1554,2024-03-23,Frankland Islands,Spanish Mackerel,F,92.4,7.02,trap,FV-088,11.9,29.9,True,126.36
C0711,2024-03-23,Green Island,Mangrove Jack,M,39.1,0.91,net,FV-063,19.1,28.1,True,18.2
C0837,2024-03-23,Green Island,Mangrove Jack,M,44.9,1.29,net,FV-041,23.7,29.3,True,25.8
C0239,2024-03-23,Green Island,Barramundi,F,56.3,2.85,line,FV-071,36.9,28.5,False,62.7
C1494,2024-03-24,Frankland Islands,Mangrove Jack,U,40.5,0.93,net,FV-027,32.6,30.3,True,18.6
C1807,2024-03-25,Fitzroy Reef,Grass Emperor,M,23.6,0.23,net,FV-071,5.2,28.0,False,3.45
C1135,2024-03-25,Cairns Inlet,Barramundi,F,59.0,2.41,trap,FV-063,41.2,28.8,True,53.02
C0413,2024-03-25,Michaelmas Cay,Coral Trout,F,34.0,0.6,line,FV-088,32.7,29.2,False,16.8
C1259,2024-03-25,Fitzroy Reef,Coral Trout,U,44.0,1.05,trap,FV-058,43.3,29.1,True,29.4
C1463,2024-03-26,Frankland Islands,Mangrove Jack,F,46.4,1.52,trap,FV-071,9.1,29.7,True,30.4
C0660,2024-03-26,Green Island,Mangrove Jack,F,46.4,1.28,line,FV-088,39.0,29.0,True,25.6
C0667,2024-03-26,Trinity Bay,Grass Emperor,F,31.8,0.5,trap,FV-058,32.2,28.5,True,7.5
C1781,2024-03-26,Green Island,Coral Trout,M,57.6,2.66,line,FV-027,32.2,29.1,True,74.48
C1959,2024-03-27,Michaelmas Cay,Mangrove Jack,F,52.4,1.98,line,FV-088,37.4,28.7,True,39.6
C0948,2024-03-27,Green Island,Mangrove Jack,M,36.1,0.66,line,FV-041,29.2,27.9,True,13.2
C1054,2024-03-27,Cairns Inlet,Red Emperor,F,39.8,1.0,spear,FV-034,36.7,28.0,False,26.0
C0754,2024-03-27,Trinity Bay,Mangrove Jack,U,48.3,1.53,line,FV-027,13.2,29.2,True,30.6
C1499,2024-03-29,Fitzroy Reef,Coral Trout,U,53.4,2.4,trap,FV-058,3.8,28.6,True,67.2
C0714,2024-03-29,Frankland Islands,Coral Trout,U,41.8,1.02,line,FV-027,43.8,27.7,True,28.56
C1891,2024-03-29,Frankland Islands,Barramundi,M,52.7,2.05,line,FV-071,5.1,28.9,False,45.1
C0858,2024-03-29,Cairns Inlet,Coral Trout,F,48.3,1.5,net,FV-071,25.1,28.0,True,42.0
C1127,2024-03-29,Trinity Bay,Barramundi,M,63.9,3.64,spear,FV-041,13.5,29.1,True,80.08
C1783,2024-03-30,Frankland Islands,Mangrove Jack,M,41.1,0.99,line,FV-088,41.9,29.6,True,19.8
C1092,2024-03-30,Michaelmas Cay,Grass Emperor,F,32.4,0.52,spear,FV-088,6.4,29.9,True,7.8
C1073,2024-03-30,Green Island,Barramundi,U,69.5,4.83,trap,FV-034,10.4,29.1,True,106.26
C0070,2024-03-30,Fitzroy Reef,Coral Trout,M,47.4,1.57,net,FV-012,27.0,29.0,True,43.96
C1415,2024-03-31,Fitzroy Reef,Red Emperor,M,55.1,2.53,trap,FV-071,35.6,28.2,True,65.78
C0297,2024-03-31,Michaelmas Cay,Grass Emperor,F,36.8,0.76,line,FV-041,18.9,28.9,True,11.4
C1763,2024-03-31,Cairns Inlet,Mangrove Jack,M,32.6,0.48,line,FV-071,38.4,29.1,False,9.6
C1821,2024-03-31,Michaelmas Cay,Coral Trout,U,44.0,1.13,net,FV-058,28.4,29.6,True,31.64
C0139,2024-03-31,Trinity Bay,Grass Emperor,F,34.6,0.65,net,FV-063,18.9,30.0,True,9.75
C1828,2024-04-01,Cairns Inlet,Spanish Mackerel,F,83.7,5.36,line,FV-071,30.6,28.4,True,96.48
C0001,2024-04-01,Frankland Islands,Grass Emperor,F,29.8,0.38,line,FV-088,37.5,28.7,True,5.7
C0188,2024-04-01,Green Island,Spanish Mackerel,M,83.5,5.41,line,FV-012,42.0,28.3,True,97.38
C0632,2024-04-02,Michaelmas Cay,Grass Emperor,U,36.2,0.83,line,FV-034,34.9,28.7,True,12.45
C0374,2024-04-03,Frankland Islands,Red Emperor,F,53.4,2.26,trap,FV-071,30.7,28.8,True,58.76
C0273,2024-04-03,Green Island,Mangrove Jack,M,37.6,0.74,line,FV-071,22.5,29.4,True,14.8
C1887,2024-04-03,Frankland Islands,Spanish Mackerel,M,81.7,4.7,trap,FV-088,22.9,28.9,True,84.6
C1085,2024-04-03,Trinity Bay,Red Emperor,M,40.0,0.93,spear,FV-071,15.5,29.0,False,24.18
C0039,2024-04-04,Fitzroy Reef,Spanish Mackerel,U,86.5,5.95,spear,FV-063,7.8,29.2,True,107.1
C1374,2024-04-04,Fitzroy Reef,Coral Trout,M,41.4,0.98,net,FV-058,5.4,28.9,True,27.44
C1861,2024-04-05,Green Island,Mangrove Jack,U,35.8,0.62,line,FV-088,19.0,28.4,True,12.4
C1992,2024-04-05,Fitzroy Reef,Barramundi,U,63.6,3.38,line,FV-012,15.5,29.2,True,74.36
C0434,2024-04-05,Michaelmas Cay,Barramundi,M,58.1,3.12,line,FV-088,32.0,29.3,True,68.64
C1532,2024-04-05,Green Island,Spanish Mackerel,F,69.7,2.56,line,FV-071,8.0,30.0,False,46.08
C1391,2024-04-05,Michaelmas Cay,Grass Emperor,F,27.3,0.31,trap,FV-088,18.8,29.9,False,4.65
C0486,2024-04-05,Fitzroy Reef,Mangrove Jack,M,32.0,0.49,spear,FV-034,5.4,29.2,False,9.8
C1931,2024-04-06,Trinity Bay,Red Emperor,F,51.0,1.92,spear,FV-012,8.5,29.3,True,49.92
C0747,2024-04-06,Trinity Bay,Barramundi,U,73.6,6.19,spear,FV-071,23.0,28.7,True,136.18
C0738,2024-04-06,Green Island,Barramundi,M,57.5,2.48,spear,FV-034,4.3,28.5,False,54.56
C0617,2024-04-06,Green Island,Grass Emperor,M,31.9,0.44,trap,FV-012,38.7,29.9,True,6.6
C0568,2024-04-06,Green Island,Coral Trout,F,44.9,1.31,trap,FV-063,36.8,29.7,True,36.68
C1842,2024-04-06,Frankland Islands,Mangrove Jack,F,32.2,0.46,spear,FV-071,43.7,29.8,False,9.2
C1951,2024-04-07,Trinity Bay,Barramundi,F,65.1,3.43,net,FV-034,32.9,29.6,True,75.46
C0707,2024-04-07,Michaelmas Cay,Coral Trout,F,35.4,0.6,spear,FV-071,32.7,29.7,False,16.8
C1440,2024-04-08,Michaelmas Cay,Mangrove Jack,M,49.6,1.73,line,FV-088,17.4,28.5,True,34.6
C1260,2024-04-08,Michaelmas Cay,Mangrove Jack,F,46.2,1.42,line,FV-027,27.6,28.3,True,28.4
C0634,2024-04-08,Michaelmas Cay,Barramundi,F,75.1,6.49,spear,FV-071,38.6,29.0,True,142.78
C0019,2024-04-09,Frankland Islands,Coral Trout,U,35.8,0.58,net,FV-041,7.8,28.7,False,16.24
C1373,2024-04-10,Michaelmas Cay,Coral Trout,M,57.1,2.52,line,FV-058,21.3,28.8,True,70.56
C1460,2024-04-10,Green Island,Coral Trout,F,43.7,1.17,line,FV-088,41.4,29.8,True,32.76
C1564,2024-04-10,Fitzroy Reef,Red Emperor,M,41.4,1.02,trap,FV-063,24.6,29.1,False,26.52
C0661,2024-04-11,Green Island,Coral Trout,M,39.3,0.84,line,FV-027,22.4,28.2,True,23.52
C1111,2024-04-13,Green Island,Grass Emperor,F,39.8,1.09,line,FV-041,42.1,28.5,True,16.35
C0055,2024-04-15,Frankland Islands,Barramundi,M,65.3,3.9,trap,FV-034,11.5,30.0,True,85.8
C0451,2024-04-15,Green Island,Mangrove Jack,M,38.6,0.75,trap,FV-058,31.7,28.9,True,15.0
C1813,2024-04-15,Michaelmas Cay,Coral Trout,M,50.2,1.6,spear,FV-058,35.8,29.6,True,44.8
C0124,2024-04-15,Cairns Inlet,Barramundi,M,69.1,4.5,net,FV-041,23.7,28.3,True,99.0
C1239,2024-04-15,Fitzroy Reef,Mangrove Jack,U,42.9,1.12,line,FV-088,45.0,28.8,True,22.4
C1337,2024-04-16,Michaelmas Cay,Mangrove Jack,U,41.3,0.81,line,FV-058,36.4,28.8,True,16.2
C0574,2024-04-16,Fitzroy Reef,Grass Emperor,M,31.0,0.46,line,FV-027,16.2,28.0,True,6.9
C0495,2024-04-16,Cairns Inlet,Grass Emperor,U,27.4,0.33,spear,FV-034,5.0,28.2,False,4.95
C0104,2024-04-16,Michaelmas Cay,Coral Trout,M,38.8,0.8,spear,FV-034,10.5,28.3,True,22.4
C0577,2024-04-17,Trinity Bay,Mangrove Jack,M,31.6,0.4,trap,FV-063,4.3,28.5,False,8.0
C1720,2024-04-18,Michaelmas Cay,Barramundi,F,58.8,3.01,net,FV-027,5.1,28.7,True,66.22
C1290,2024-04-18,Cairns Inlet,Mangrove Jack,F,30.8,0.34,spear,FV-034,10.7,29.3,False,6.8
C1378,2024-04-19,Frankland Islands,Barramundi,F,67.2,4.38,line,FV-012,25.0,29.1,True,96.36
C1168,2024-04-19,Trinity Bay,Spanish Mackerel,M,81.9,4.14,line,FV-041,44.0,29.4,True,74.52
C0112,2024-04-19,Cairns Inlet,Coral Trout,U,39.7,1.04,trap,FV-063,22.5,28.3,True,29.12
C0911,2024-04-19,Cairns Inlet,Grass Emperor,F,32.8,0.64,line,FV-088,18.1,28.6,True,9.6
C1780,2024-04-20,Trinity Bay,Spanish Mackerel,M,91.4,7.54,line,FV-071,23.0,29.0,True,135.72
C1645,2024-04-21,Cairns Inlet,Coral Trout,F,54.1,2.09,trap,FV-063,6.1,28.9,True,58.52
C1761,2024-04-21,Fitzroy Reef,Barramundi,M,82.2,8.32,trap,FV-041,18.9,29.3,True,183.04
C1621,2024-04-22,Fitzroy Reef,Red Emperor,M,66.8,4.28,line,FV-088,24.2,28.8,True,111.28
C0092,2024-04-22,Frankland Islands,Coral Trout,M,44.9,1.34,line,FV-012,29.7,29.0,True,37.52
C1125,2024-04-22,Green Island,Barramundi,U,64.5,3.64,line,FV-071,33.8,29.7,True,80.08
C1387,2024-04-22,Fitzroy Reef,Spanish Mackerel,M,86.4,5.48,spear,FV-012,25.9,28.9,True,98.64
C0504,2024-04-23,Frankland Islands,Red Emperor,F,56.4,2.53,line,FV-041,38.7,27.5,True,65.78
C1875,2024-04-23,Fitzroy Reef,Barramundi,U,57.6,2.5,spear,FV-034,17.3,28.7,False,55.0
C1755,2024-04-23,Cairns Inlet,Barramundi,M,71.3,4.49,net,FV-088,13.1,29.0,True,98.78
C0830,2024-04-23,Trinity Bay,Grass Emperor,M,43.4,1.37,line,FV-063,32.4,29.4,True,20.55
C0801,2024-04-24,Fitzroy Reef,Mangrove Jack,U,40.2,1.04,line,FV-034,14.3,29.0,True,20.8
C1366,2024-04-24,Frankland Islands,Grass Emperor,F,45.6,1.45,line,FV-088,41.2,28.0,True,21.75
C1442,2024-04-25,Fitzroy Reef,Mangrove Jack,U,37.3,0.69,trap,FV-058,34.8,29.3,True,13.8
C1592,2024-04-26,Frankland Islands,Barramundi,U,71.8,5.24,line,FV-071,17.2,29.3,True,115.28
C1575,2024-04-26,Fitzroy Reef,Barramundi,M,59.3,2.67,spear,FV-034,7.3,28.8,True,58.74
C0843,2024-04-27,Michaelmas Cay,Barramundi,U,62.7,3.73,line,FV-041,27.8,27.7,True,82.06
C0217,2024-04-28,Fitzroy Reef,Mangrove Jack,M,52.3,1.79,net,FV-071,21.8,27.2,True,35.8
C1788,2024-04-28,Frankland Islands,Red Emperor,M,38.5,0.82,spear,FV-071,5.4,29.3,False,21.32
C1154,2024-04-29,Green Island,Barramundi,M,63.0,3.37,net,FV-027,5.4,29.5,True,74.14
C0908,2024-05-01,Green Island,Spanish Mackerel,U,93.5,6.94,line,FV-027,40.4,28.5,True,124.92
C0390,2024-05-01,Michaelmas Cay,Barramundi,F,72.7,5.88,line,FV-041,4.8,27.0,True,129.36
C0788,2024-05-02,Cairns Inlet,Mangrove Jack,M,35.1,0.59,trap,FV-088,35.3,28.5,True,11.8
C1644,2024-05-02,Cairns Inlet,Barramundi,F,51.9,1.81,line,FV-027,38.5,28.7,False,39.82
C1403,2024-05-02,Trinity Bay,Grass Emperor,M,26.1,0.29,net,FV-071,11.5,28.1,False,4.35
C1423,2024-05-03,Green Island,Coral Trout,M,50.8,1.7,line,FV-063,15.2,28.7,True,47.6
C0699,2024-05-04,Fitzroy Reef,Barramundi,U,62.3,3.32,line,FV-063,11.5,27.4,True,73.04
C0760,2024-05-05,Green Island,Spanish Mackerel,M,88.0,5.84,trap,FV-058,32.6,29.3,True,105.12
C1311,2024-05-05,Frankland Islands,Spanish Mackerel,F,81.3,4.8,spear,FV-027,7.2,29.7,True,86.4
C0616,2024-05-05,Trinity Bay,Spanish Mackerel,F,82.1,4.62,net,FV-027,22.7,28.8,True,83.16
C0305,2024-05-05,Cairns Inlet,Spanish Mackerel,U,85.4,5.31,line,FV-027,6.7,28.0,True,95.58
C0283,2024-05-06,Green Island,Mangrove Jack,M,45.0,1.17,trap,FV-088,11.9,29.3,True,23.4
C0954,2024-05-06,Cairns Inlet,Barramundi,F,58.9,2.63,line,FV-088,20.1,28.6,True,57.86
C1883,2024-05-07,Frankland Islands,Red Emperor,U,45.5,1.41,net,FV-041,3.2,27.7,True,36.66
C1925,2024-05-07,Green Island,Barramundi,M,67.0,4.27,net,FV-027,31.8,28.1,True,93.94
C1519,2024-05-07,Frankland Islands,Coral Trout,F,35.1,0.6,net,FV-058,30.8,27.3,False,16.8
C0861,2024-05-07,Michaelmas Cay,Grass Emperor,F,47.0,1.63,trap,FV-027,30.1,28.2,True,24.45
C1411,2024-05-07,Michaelmas Cay,Barramundi,M,62.1,3.4,line,FV-088,24.1,26.7,True,74.8
C0379,2024-05-08,Green Island,Mangrove Jack,U,43.5,1.08,line,FV-027,14.8,28.5,True,21.6
C0780,2024-05-09,Frankland Islands,Spanish Mackerel,U,84.6,5.34,net,FV-088,22.1,29.1,True,96.12
C0408,2024-05-09,Green Island,Barramundi,F,52.9,1.78,line,FV-034,36.8,28.1,False,39.16
C0475,2024-05-09,Trinity Bay,Barramundi,U,64.9,4.46,line,FV-071,22.2,29.5,True,98.12
C1250,2024-05-10,Fitzroy Reef,Barramundi,F,81.3,7.38,line,FV-088,40.9,28.4,True,162.36
C1298,2024-05-10,Michaelmas Cay,Red Emperor,M,41.5,0.97,line,FV-071,22.6,28.5,False,25.22
C1104,2024-05-10,Frankland Islands,Mangrove Jack,F,49.1,1.47,spear,FV-063,12.4,28.7,True,29.4
C0676,2024-05-10,Cairns Inlet,Barramundi,U,70.8,4.65,trap,FV-012,28.6,28.8,True,102.3
C1789,2024-05-11,Green Island,Barramundi,M,60.9,2.59,line,FV-058,7.7,28.4,True,56.98
C1583,2024-05-11,Trinity Bay,Red Emperor,F,62.0,3.37,trap,FV-088,38.4,28.2,True,87.62
C0871,2024-05-11,Green Island,Mangrove Jack,F,35.8,0.64,net,FV-088,3.6,28.9,True,12.8
C1049,2024-05-11,Cairns Inlet,Spanish Mackerel,F,89.9,6.35,trap,FV-088,25.2,28.6,True,114.3
C1687,2024-05-12,Green Island,Grass Emperor,M,33.8,0.6,line,FV-012,3.4,29.2,True,9.0
C1160,2024-05-12,Trinity Bay,Coral Trout,M,56.4,2.52,spear,FV-027,9.3,28.4,True,70.56
C0884,2024-05-12,Frankland Islands,Red Emperor,F,63.2,3.25,line,FV-058,4.3,28.1,True,84.5
C1767,2024-05-13,Green Island,Barramundi,F,66.2,4.02,line,FV-027,38.0,28.6,True,88.44
C1306,2024-05-13,Fitzroy Reef,Red Emperor,U,48.3,1.72,net,FV-088,42.9,28.6,True,44.72
C1418,2024-05-13,Frankland Islands,Coral Trout,M,35.2,0.61,trap,FV-012,22.7,26.7,False,17.08
C0733,2024-05-13,Frankland Islands,Red Emperor,U,48.8,1.98,net,FV-063,30.0,27.6,True,51.48
C1939,2024-05-13,Trinity Bay,Mangrove Jack,F,43.5,1.05,line,FV-012,7.5,28.5,True,21.0
C0737,2024-05-13,Cairns Inlet,Coral Trout,U,35.4,0.66,line,FV-012,15.7,29.0,False,18.48
C1446,2024-05-15,Green Island,Red Emperor,F,47.3,1.64,line,FV-012,24.1,28.3,True,42.64
C1431,2024-05-15,Frankland Islands,Barramundi,F,78.4,7.02,trap,FV-012,17.0,27.6,True,154.44
C0154,2024-05-16,Fitzroy Reef,Coral Trout,F,40.0,0.82,line,FV-012,35.8,27.3,True,22.96
C1010,2024-05-16,Fitzroy Reef,Barramundi,M,59.0,2.72,spear,FV-027,16.6,28.6,True,59.84
C0477,2024-05-16,Michaelmas Cay,Barramundi,M,62.2,3.07,line,FV-071,42.0,27.6,True,67.54
C1890,2024-05-17,Green Island,Grass Emperor,M,29.7,0.41,net,FV-088,26.7,27.7,True,6.15
C1793,2024-05-18,Trinity Bay,Coral Trout,F,35.8,0.59,line,FV-058,10.4,28.1,False,16.52
C0221,2024-05-18,Frankland Islands,Barramundi,F,62.1,3.36,trap,FV-034,8.1,27.2,True,73.92
C0730,2024-05-18,Frankland Islands,Coral Trout,F,50.6,1.81,line,FV-063,4.7,28.4,True,50.68
C0289,2024-05-19,Trinity Bay,Coral Trout,M,48.7,1.52,line,FV-027,29.4,27.7,True,42.56
C1229,2024-05-19,Trinity Bay,Barramundi,M,52.0,1.91,net,FV-012,41.8,27.7,False,42.02
C1232,2024-05-19,Cairns Inlet,Grass Emperor,F,32.8,0.54,line,FV-063,42.7,28.9,True,8.1
C1046,2024-05-19,Michaelmas Cay,Coral Trout,U,34.2,0.62,spear,FV-041,25.1,28.1,False,17.36
C1885,2024-05-20,Michaelmas Cay,Coral Trout,M,32.2,0.49,spear,FV-034,35.8,27.8,False,13.72
C0683,2024-05-20,Green Island,Mangrove Jack,F,36.1,0.67,trap,FV-088,32.9,28.0,True,13.4
C0467,2024-05-20,Michaelmas Cay,Grass Emperor,M,37.9,0.87,line,FV-063,10.7,28.1,True,13.05
C0470,2024-05-21,Michaelmas Cay,Red Emperor,M,39.8,0.81,spear,FV-041,13.5,28.3,False,21.06
C0397,2024-05-22,Green Island,Grass Emperor,M,48.2,1.88,line,FV-041,27.2,28.3,True,28.2
C0174,2024-05-22,Cairns Inlet,Spanish Mackerel,M,83.9,5.3,line,FV-058,4.6,27.3,True,95.4
C0792,2024-05-22,Michaelmas Cay,Barramundi,M,69.9,4.39,net,FV-041,24.2,27.4,True,96.58
C0225,2024-05-23,Fitzroy Reef,Barramundi,U,66.5,3.85,net,FV-088,33.9,28.5,True,84.7
C1123,2024-05-23,Michaelmas Cay,Red Emperor,F,58.1,2.77,line,FV-063,24.5,27.8,True,72.02
C0392,2024-05-24,Cairns Inlet,Barramundi,M,66.4,4.46,line,FV-071,18.4,28.7,True,98.12
C1884,2024-05-24,Michaelmas Cay,Spanish Mackerel,U,80.2,4.99,line,FV-034,43.1,27.6,True,89.82
C1169,2024-05-24,Frankland Islands,Barramundi,U,54.1,2.19,spear,FV-034,39.9,27.5,False,48.18
C0986,2024-05-24,Cairns Inlet,Red Emperor,M,59.2,2.9,line,FV-041,28.1,27.9,True,75.4
C0375,2024-05-24,Fitzroy Reef,Mangrove Jack,M,43.4,1.23,line,FV-058,28.4,27.6,True,24.6
C1684,2024-05-25,Michaelmas Cay,Coral Trout,M,48.8,1.64,trap,FV-088,23.4,26.3,True,45.92
C1429,2024-05-26,Trinity Bay,Grass Emperor,F,35.8,0.68,line,FV-012,42.3,29.2,True,10.2
C1406,2024-05-26,Cairns Inlet,Mangrove Jack,F,40.7,1.04,line,FV-058,18.9,27.1,True,20.8
C1081,2024-05-26,Trinity Bay,Barramundi,F,67.6,4.83,line,FV-088,24.4,27.5,True,106.26
C0678,2024-05-27,Green Island,Red Emperor,F,59.9,2.87,trap,FV-058,41.2,27.6,True,74.62
C1858,2024-05-27,Frankland Islands,Red Emperor,F,54.8,2.2,net,FV-088,42.6,27.9,True,57.2
C1840,2024-05-27,Green Island,Barramundi,F,67.1,4.03,trap,FV-041,29.5,28.2,True,88.66
C0177,2024-05-28,Michaelmas Cay,Barramundi,M,60.1,3.02,line,FV-088,44.7,28.2,True,66.44
C1404,2024-05-28,Cairns Inlet,Mangrove Jack,F,35.8,0.62,line,FV-027,37.6,28.0,True,12.4
C0176,2024-05-28,Michaelmas Cay,Barramundi,F,62.3,3.35,net,FV-088,3.7,28.9,True,73.7
C0243,2024-05-29,Frankland Islands,Mangrove Jack,F,40.8,0.98,trap,FV-058,41.6,27.6,True,19.6
C0998,2024-05-29,Trinity Bay,Mangrove Jack,U,49.1,1.62,net,FV-063,39.5,27.8,True,32.4
C1018,2024-05-29,Fitzroy Reef,Red Emperor,F,70.3,5.05,trap,FV-027,23.1,28.4,True,131.3
C1529,2024-05-29,Michaelmas Cay,Grass Emperor,F,44.9,1.29,line,FV-041,20.8,27.7,True,19.35
C1859,2024-05-30,Green Island,Barramundi,U,61.9,2.58,trap,FV-027,6.7,27.2,True,56.76
C1122,2024-05-30,Green Island,Grass Emperor,U,49.8,2.12,trap,FV-088,9.5,27.1,True,31.8
C0098,2024-05-31,Trinity Bay,Grass Emperor,F,39.4,0.79,line,FV-071,5.3,27.6,True,11.85
C1565,2024-05-31,Fitzroy Reef,Coral Trout,M,47.1,1.38,line,FV-041,32.8,27.7,True,38.64
C0150,2024-05-31,Trinity Bay,Barramundi,M,61.9,3.06,net,FV-088,36.5,28.7,True,67.32
C0428,2024-05-31,Trinity Bay,Grass Emperor,F,28.8,0.35,line,FV-041,14.2,28.0,True,5.25
C0357,2024-05-31,Fitzroy Reef,Coral Trout,M,42.3,1.06,spear,FV-063,31.2,27.5,True,29.68
C0576,2024-05-31,Fitzroy Reef,Grass Emperor,F,36.2,0.76,spear,FV-058,23.4,26.6,True,11.4
C1426,2024-06-01,Frankland Islands,Coral Trout,F,47.2,1.41,trap,FV-041,10.7,26.2,True,39.48
C0182,2024-06-01,Fitzroy Reef,Spanish Mackerel,M,81.3,4.49,spear,FV-063,30.8,28.1,True,80.82
C1089,2024-06-03,Michaelmas Cay,Spanish Mackerel,M,98.4,7.71,line,FV-041,17.5,27.6,True,138.78
C0352,2024-06-03,Cairns Inlet,Barramundi,M,58.8,2.68,spear,FV-027,31.9,27.7,True,58.96
C0798,2024-06-04,Frankland Islands,Grass Emperor,F,26.9,0.29,line,FV-071,25.7,26.8,False,4.35
C1893,2024-06-04,Green Island,Grass Emperor,F,47.8,1.6,spear,FV-041,40.8,27.5,True,24.0
C0393,2024-06-04,Michaelmas Cay,Barramundi,U,69.5,5.56,line,FV-071,20.7,27.2,True,122.32
C1045,2024-06-04,Frankland Islands,Barramundi,U,58.3,2.66,line,FV-034,44.4,28.3,True,58.52
C0143,2024-06-05,Cairns Inlet,Grass Emperor,F,25.0,0.26,trap,FV-034,15.1,26.8,False,3.9
C0278,2024-06-05,Cairns Inlet,Coral Trout,M,41.0,1.1,net,FV-041,24.7,27.6,True,30.8
C0395,2024-06-05,Green Island,Grass Emperor,U,33.1,0.59,trap,FV-041,24.2,27.8,True,8.85
C1743,2024-06-05,Frankland Islands,Spanish Mackerel,U,77.1,3.96,line,FV-071,20.5,27.5,True,71.28
C1278,2024-06-05,Fitzroy Reef,Spanish Mackerel,U,94.1,7.77,line,FV-058,31.7,27.6,True,139.86
C1143,2024-06-05,Green Island,Mangrove Jack,F,42.8,1.13,line,FV-041,33.9,27.1,True,22.6
C0353,2024-06-05,Michaelmas Cay,Grass Emperor,M,38.6,0.84,trap,FV-027,18.2,26.7,True,12.6
C0292,2024-06-06,Green Island,Red Emperor,U,49.6,1.84,trap,FV-088,12.6,26.2,True,47.84
C0606,2024-06-06,Trinity Bay,Red Emperor,M,41.2,1.02,net,FV-027,23.5,28.1,False,26.52
